code;label-nl_BE;label-en_GB;label-fr_BE;allowed_extensions;auto_option_sorting;available_locales;copy_to_blueprint;date_max;date_min;decimals_allowed;default_metric_unit;group;hidden;localizable;max_characters;max_file_size;metric_family;minimum_input_length;min_characters;negative_allowed;number_max;number_min;reference_data_name;scopable;sort_order;target_entity;type;unique;useable_as_grid_filter;validation_regexp;validation_rule;wysiwyg_enabled
short_swing;Binnendraaier;Binnendraaier;Binnendraaier;;;;0;;;;;options;0;0;;;;;;;;;;0;0;Product;pim_catalog_boolean;0;1;;;
blade_su;"SU Blade";"SU Blade";"SU Blade";;;;0;;;;;options;0;0;;;;;;;;;;0;0;Product;pim_catalog_boolean;0;1;;;
tracks_or_tires;"Rupsen of banden";"Rupsen of banden";"Rupsen of banden";;;;0;;;;;specifications;0;0;;;;;;;;;;0;5;Product;pim_catalog_simpleselect;0;1;;;
type_annex;"Type aanbouwstuk";"Type aanbouwstuk";"Type aanbouwstuk";;;;0;;;;;general;0;0;;;;;;;;;;0;8;Product;pim_catalog_simpleselect;0;0;;;
frontblade_pushblade;Voorblad/duwblad;Voorblad/duwblad;Voorblad/duwblad;;;;0;;;;;options;0;0;;;;;;;;;;0;0;Product;pim_catalog_boolean;0;1;;;
blade_vpat;"VPAT blade";"VPAT blade";"VPAT blade";;;;0;;;;;options;0;0;;;;;;;;;;0;0;Product;pim_catalog_boolean;0;1;;;
width_drivethrough;Doorrijbreedte;Doorrijbreedte;Doorrijbreedte;;;;0;;;1;METER;dimensions;0;0;;;Length;;;0;;;;0;0;Product;pim_catalog_metric;0;1;;;
width_blade;"Breedte blad";"Breedte blad";"Breedte blad";;;;0;;;1;METER;dimensions;0;0;;;Length;;;0;;;;0;0;Product;pim_catalog_metric;0;1;;;
load_capacity;Laadvermogen;;;;;;0;;;1;TON;general;0;0;;;Weight;;;0;;;;0;25;Product;pim_catalog_metric;0;0;;;
Type_dumper;"Type dumper";;;;;;0;;;;;general;0;0;;;;;;;;;;0;26;Product;pim_catalog_simpleselect;0;0;;;
Type_loader;"Type lader";;;;;;0;;;;;general;0;0;;;;;;;;;;0;6;Product;pim_catalog_simpleselect;0;1;;;
Type_wals;"Type wals";Type_roll;;;;;0;;;;;general;0;0;;;;;;;;;;0;0;Product;pim_catalog_simpleselect;0;0;;;
Minimum_weight_machine;"Minimum gewicht tuig";;;;;;0;;;1;TON;general;0;0;;;Weight;;;0;;;;0;0;Product;pim_catalog_metric;0;0;;;
Maximum_weight_machine;"Maximum gewicht tuig";;;;;;0;;;1;TON;general;0;0;;;Weight;;;0;;;;0;0;Product;pim_catalog_metric;0;0;;;
Dimensions;Dimensies;;;;;;0;;;;;specifications;0;0;;;;;;;;;;0;0;Product;pim_catalog_text;0;0;;;
canopy;Canopy;Canopy;Canopy;;;;0;;;;;options;0;0;;;;;;;;;;0;0;Product;pim_catalog_boolean;0;1;;;
eyebolts;Hijsogen;Hijsogen;;;;;0;;;;;options;0;0;;;;;;;;;;0;0;Product,Category;pim_catalog_boolean;0;1;;;
height_drivethrough;Doorrijhoogte;Doorrijhoogte;;;;;0;;;1;METER;dimensions;0;0;;;Length;;;0;;;;0;0;Product;pim_catalog_metric;0;1;;;
width_box_scrapper;"Breedte kilverbord";"Breedte kilverbord";;;;;0;;;1;METER;dimensions;0;0;;;Length;;;0;;;;0;0;Product;pim_catalog_metric;0;1;;;
type_machine_annex;"Voor welk type machine, specifiek gewichtklasse";"Voor welk type machine, specifiek gewichtklasse";;;;;0;;;;;general;0;0;;;;;;;;;;0;0;Product;pim_catalog_text;0;1;;;
cabine_protection;"Cabine bescherming";"Cabine bescherming";;;;;0;;;;;options;0;0;;;;;;;;;;0;0;Product;pim_catalog_boolean;0;1;;;
ripper;Ripper;Ripper;;;;;0;;;;;options;0;0;;;;;;;;;;0;0;Product;pim_catalog_boolean;0;1;;;
triple_boom;"Triple boom";"Triple boom";;;;;0;;;;;options;0;0;;;;;;;;;;0;0;Product;pim_catalog_boolean;0;1;;;
4_clampingfork;4-vorkenklem;4-clampingfork;;;;;0;;;;;annex;0;0;;;;;;;;;;0;23;Category;pim_catalog_boolean;0;0;;;
Machine_type;"Type machine";;;;;;0;;;;;general;0;0;;;;;;;;;;0;0;Product;pim_catalog_simpleselect;0;0;;;
inside_turner;Binnendraaier;"Inside turner";;;;;0;;;;;options;0;0;;;;;;;;;;0;13;Category;pim_catalog_boolean;0;0;;;
Verlengvorken;Verlengvorken;verlengvorken;;;;;0;;;;;annex;0;0;;;;;;;;;;0;33;Category;pim_catalog_boolean;0;0;;;
Mestklauw;Mestklauw;Mestklauw;;;;;0;;;;;annex;0;0;;;;;;;;;;0;29;Category;pim_catalog_boolean;0;0;;;
Pelikaanbak;Pelikaanbak;Pelikaanbak;;;;;0;;;;;annex;0;0;;;;;;;;;;0;31;Category;pim_catalog_boolean;0;0;;;
safety_harness;Veiligheidsharnas;"safety harness";;;;;0;;;;;options;0;0;;;;;;;;;;0;0;Category;pim_catalog_boolean;0;0;;;
max_setup_stand_length_x_width;"Maximale lengte";"Max setup stand length x width";;;;;0;;;;;other;0;0;;;;;;;;;;0;18;Category;pim_catalog_text;0;0;;;
MerkBulldozer;Merk;MerkBulldozer;;;;;0;;;;;commercial;0;0;;;;;;;;;;0;0;Category;pim_catalog_multiselect;0;0;;;
MerkGrader;Merk;MerkGraders;;;;;0;;;;;commercial;0;0;;;;;;;;;;0;0;Category;pim_catalog_multiselect;0;0;;;
MerkTractor;Merk;MerkTractor;;;;;0;;;;;commercial;0;0;;;;;;;;;;0;0;Category;pim_catalog_multiselect;0;0;;;
new_attribute;;;;;;;0;;;;;other;0;0;;;;;;;;;;0;0;Category;pim_catalog_boolean;0;0;;;
GPS_Sturing;"GPS sturing";"GPS sturing";;;;;0;;;;;options;0;0;;;;;;;;;;0;8;Category;pim_catalog_boolean;0;0;;;
ATS_Sturing;"ATS/UTS sturing";"ATS sturing";;;;;0;;;;;options;0;0;;;;;;;;;;0;7;Category;pim_catalog_boolean;0;0;;;
Blade;Blade;Blade;;;;;0;;;;;options;0;0;;;;;;;;;;0;3;Category;pim_catalog_simpleselect;0;0;;;
voorblad_duwblad;Voorblad/duwblad;Voorblad;;;;;0;;;;;options;0;0;;;;;;;;;;0;1;Category;pim_catalog_boolean;0;0;;;
TripleBoom;"Triple boom";"Triple Boom";;;;;0;;;;;options;0;0;;;;;;;;;;0;26;Category;pim_catalog_boolean;0;0;;;
CabineProtection;"Cabine bescherming";"Cabine Bescherming";;;;;0;;;;;options;0;0;;;;;;;;;;0;16;Category;pim_catalog_boolean;0;0;;;
Hijsogen;Hijsogen;Hijsogen;;;;;0;;;;;options;0;0;;;;;;;;;;0;28;Category;pim_catalog_boolean;0;0;;;
Tegelriek;Tegelriek;Tegelriek;;;;;0;;;;;annex;0;0;;;;;;;;;;0;30;Category;pim_catalog_boolean;0;0;;;
Broom_Bucket;"Veegborstel met opvangbak";Broom_Bucket;;;;;0;;;;;annex;0;0;;;;;;;;;;0;16;Category;pim_catalog_boolean;0;0;;;
Klinkerklem;;;;;;;0;;;;;annex;0;0;;;;;;;;;;0;32;Category;pim_catalog_boolean;0;0;;;
Ground_Bucket;Grondbak;"ground bucket";;;;;0;;;;;annex;0;0;;;;;;;;;;0;34;Category;pim_catalog_boolean;0;0;;;
VolumeBucket;Volumebak;Volumebak;;;;;0;;;;;annex;0;0;;;;;;;;;;0;35;Category;pim_catalog_boolean;0;0;;;
boom;Giek;Giek;;;;;0;;;;;annex;0;0;;;;;;;;;;0;40;Category;pim_catalog_boolean;0;0;;;
lifting_beam;Hijsbalk;Hijsbalk;;;;;0;;;;;annex;0;0;;;;;;;;;;0;37;Category;pim_catalog_boolean;0;0;;;
lifting_Piece;Hijsstuk;Hijsstuk;;;;;0;;;;;annex;0;0;;;;;;;;;;0;38;Category;pim_catalog_boolean;0;0;;;
Trailer;Aanhangwagen;Aanhangwagen;;;;;0;;;;;annex;0;0;;;;;;;;;;0;1;Category;pim_catalog_boolean;0;0;;;
kipbak;Kipbak;Kipbak;;;;;0;;;;;annex;0;0;;;;;;;;;;0;42;Category;pim_catalog_boolean;0;0;;;
Extension_Cable;Verlengkabel;"Extension cable";;;;;0;;;;;annex;0;0;;;;;;;;;;0;44;Category;pim_catalog_boolean;0;0;;;
Fuel_tank;Brandstoftank;"Fuel tank";;;;;0;;;;;annex;0;0;;;;;;;;;;0;45;Category;pim_catalog_boolean;0;0;;;
Fuel_pomp;Brandstofpomp;"Fuel pomp";;;;;0;;;;;annex;0;0;;;;;;;;;;0;46;Category;pim_catalog_boolean;0;0;;;
cable_protection;Kabelbescherming;" cable protection";;;;;0;;;;;annex;0;0;;;;;;;;;;0;47;Category;pim_catalog_boolean;0;0;;;
Use_of_the_power;"Waarvoor heb je de stroom nodig?";"use of the power";;;;;0;;;;;Uittevoerenwerken;0;0;;;;;;;;;;0;0;Category;pim_catalog_textarea;0;0;;;
requirements_generator;"Vereisten voor verbruik en/of geluidsniveau (dB)";;;;;;0;;;;;Extra_Requirements_Machine;0;0;;;;;;;;;;0;0;Category;pim_catalog_textarea;0;0;;;
Requirements_accessories_generator;"Vereisten voor de gekozen opties/aanbouwstukken";;;;;;0;;;;;Extra_Requirements_Machine;0;0;;;;;;;;;;0;0;Category;pim_catalog_textarea;0;0;;;
Width;"bv. breedte,...";;;;;;0;;;;;Extra_Requirements_Machine;0;0;;;;;;;;;;0;0;Category;pim_catalog_textarea;0;0;;;
state;Status;State;;;;;0;;;;;general;0;0;;;;;;;;;;0;0;Product;pim_catalog_boolean;0;1;;;
weighing_system;Weegsysteem;"Weighing system";;;;;0;;;;;options;0;0;;;;;;;;;;0;0;Product;pim_catalog_boolean;0;1;;;
status;Status;Status;;;;;0;;;;;general;0;0;;;;;;;;;;0;1;Product;pim_catalog_simpleselect;0;1;;;
